Title Code,Title Description,Standard Hours,Assignment Level,Union Code,Union Description,Bargaining Unit Short Name,Bargaining Unit Description,Minimum Salary Rate,Maximum Salary Rate
51872,EXECUTIVE DIRECTOR OF SPECIAL,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
51873,EXECUTIVE DIR OF ADMINISTRATIO,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
51874,ASSISTANT DIR OF ADMINISTRATIO,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
51875,DEPUTY DIRECTOR OF PROBATION,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
51876,DEPUTY DIRECTOR OF PROBATION (,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
51877,ASSISTANT DIRECTOR (DEPARTMENT,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
51878,EXECUTIVE ASSISTANT TO THE COM,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
51879,SECRETARY TO THE DIRECTOR OF P,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"55,612.00","93,932.00"
51882,PROJECT DIRECTOR (DEPARTMENT O,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
52020,City Mortuary Technician,35,0,124,"L420,L2507,L3627 DC37 HOSPITAL",DC37,District Council 37,"44,633.00","50,770.00"
52040,FORENSIC MORTUARY TECHNICIAN,35,1,97,BUYERS L300 SEIU,SEIU,Service Employees Int'l Union,"49,535.00","55,904.00"
52040,FORENSIC MORTUARY TECHNICIAN,35,2,97,BUYERS L300 SEIU,SEIU,Service Employees Int'l Union,"56,896.00","65,912.00"
52040,FORENSIC MORTUARY TECHNICIAN,35,3,97,BUYERS L300 SEIU,SEIU,Service Employees Int'l Union,"64,986.00","76,688.00"
5204A,FORENSIC MORTUARY TECHNICIAN-C,35,0,661,COMPETITIVE OJ,N/U,Non-Union,"50,070.00","95,897.00"
52090,COORDINATOR OF MORTUARY SERVIC,35,0,661,COMPETITIVE OJ,N/U,Non-Union,"42,217.00","80,855.00"
52110,PSYCHOLOGIST,35,1,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,"73,982.00","83,565.00"
52110,PSYCHOLOGIST,35,2,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,"84,578.00","96,006.00"
52110,PSYCHOLOGIST,35,3,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,"98,127.00","108,255.00"
52275,ASST SUPERINTENDT WELF SHELT (,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"69,152.00","84,611.00"
52279,SUPERINTENDENT OF ADULT INSTIT,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"76,408.00","98,484.00"
52287,YOUTH DEVELOPMENT SPECIALIST,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"47,393.00","62,138.00"
52288,ASSOCIATE YOUTH DEVELOPMENT SP,35,1,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"72,670.00","88,148.00"
52288,ASSOCIATE YOUTH DEVELOPMENT SP,35,2,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"83,201.00","97,709.00"
52295,JUVENILE COUNSELOR,35,1,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"47,705.00","60,060.00"
52295,JUVENILE COUNSELOR,35,2,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"56,052.00","66,236.00"
52300,ASSOCIATE JUVENILE COUNSELOR,35,1,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"58,741.00","76,332.00"
52300,ASSOCIATE JUVENILE COUNSELOR,35,2,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"69,152.00","84,611.00"
52301,CASEWORKER TRAINEE,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"37,096.00","45,660.00"
52304,CASEWORKER,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"47,705.00","71,046.00"
52311,SUPERVISOR I (SOCIAL SERVICES),35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"58,879.00","82,086.00"
52312,SUPERVISOR II (SOCIAL SERVICES,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"69,152.00","91,234.00"
52313,SUPERVISOR III (SOCIAL SERVICE,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"76,408.00","98,484.00"
52314,JOB OPPORTUNITY SPECIALIST,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"48,747.00","71,046.00"
52315,SUPERVISOR OF CHILD CARE,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"69,152.00","91,234.00"
52316,ASSOCIATE JOB OPPORTUNITY SPEC,35,1,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"59,649.00","82,086.00"
52316,ASSOCIATE JOB OPPORTUNITY SPEC,35,2,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"69,912.00","91,234.00"
52316,ASSOCIATE JOB OPPORTUNITY SPEC,35,3,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"77,050.00","98,484.00"
52366,CHILD PROTECTIVE SPECIALIST (C,35,1,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"50,757.00","50,757.00"
52366,CHILD PROTECTIVE SPECIALIST (C,35,2,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"55,125.00","83,343.00"
52367,CHILD PROTECTIVE SPECIALIST SU,35,1,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"67,392.00","91,752.00"
52367,CHILD PROTECTIVE SPECIALIST SU,35,2,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"86,096.00","104,372.00"
52369,CHILD WELFARE SPECIALIST,35,1,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"47,715.00","47,715.00"
52369,CHILD WELFARE SPECIALIST,35,2,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"51,999.00","79,649.00"
52370,CHILD WELFARE SPECIALIST SUPER,35,1,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"67,392.00","91,446.00"
52370,CHILD WELFARE SPECIALIST SUPER,35,2,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"81,126.00","100,841.00"
52400,PUBLIC SERVICE INTERNE,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"30,940.00","30,940.00"
52402,SENIOR CITIZEN AIDE (PART TIME,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,15.45,15.45
52404,HOME AIDE,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"35,987.00","40,610.00"
52405,HOMEMAKER,35,1,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"37,459.00","45,811.00"
52405,HOMEMAKER,35,2,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"47,705.00","66,236.00"
52406,COMMUNITY SERVICE AIDE,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"33,764.00","35,265.00"
52408,CHILD AND FAMILY SPECIALIST,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"83,981.00","98,484.00"
5240A,PUBLIC SERVICE INTERNE,20,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"30,039.00","30,039.00"
52416,PROGRAM EVALUATOR (ACS),35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"74,183.00","95,616.00"
52416,PROGRAM EVALUATOR (ACS),35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"76,408.00","98,484.00"
52434,HOUSEPARENT AIDE,40,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"40,090.00","40,090.00"
52437,HOUSEPARENT,60,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,15.82,22.09
52438,SENIOR HOUSEPARENT,60,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"58,741.00","74,504.00"
52441,FOSTER GRANDPARENT,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,2.65,2.65
52450,CONGREG CARE SPEC-DJJ (40 HR),40,1,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"42,731.00","67,406.00"
52450,CONGREG CARE SPEC-DJJ (40 HR),40,2,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"51,388.00","75,986.00"
5245A,CONGREG CARE SPEC-ACS(35 HR WK,35,1,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"42,731.00","67,406.00"
5245A,CONGREG CARE SPEC-ACS(35 HR WK,35,2,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"51,388.00","75,986.00"
52485,DEPUTY DIRECTOR OF ADMINISTRAT,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
52486,DEPUTY DIRECTOR OF ADMINISTRAT,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
52487,DEPUTY DIRECTOR OF ADMINISTRAT,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
52490,DIRECTOR OF ADMINISTRATION (CH,35,1,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
52491,DIRECTOR OF ADMINISTRATION (SP,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
52492,DIRECTOR OF ADMINISTRATION (ME,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
52493,DIRECTOR OF MEDICAL ASSISTANCE,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
52500,DIRECTOR OF PARENT INVOLVEMENT,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
52501,CHIEF ADMINISTRATOR OF IMPARTI,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
52613,SOCIAL WORKER,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"58,741.00","72,623.00"
52615,CORRECTIONAL STANDARDS REVIEW,35,1,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"56,866.00","70,497.00"
52615,CORRECTIONAL STANDARDS REVIEW,35,2,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"70,497.00","87,524.00"
52620,DIRECTOR OF CORRECTIONAL STAND,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
52631,SUPERVISOR I SOCIAL WORK,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"65,372.00","82,086.00"
52632,SUPERVISOR II SOCIAL WORK,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"76,408.00","91,234.00"
52633,SUPERVISOR III SOCIAL WORK,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"83,981.00","98,484.00"
52695,OMBUDSMAN (JUVENILE JUSTICE),35,0,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,"67,754.00","78,335.00"
52700,PHYSICIANS ASSISTANT,35,1,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,"82,377.00","97,358.00"
52700,PHYSICIANS ASSISTANT,35,2,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,"89,869.00","102,976.00"
52700,PHYSICIANS ASSISTANT,37.5,1,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,"82,377.00","97,358.00"
52700,PHYSICIANS ASSISTANT,37.5,2,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,"89,869.00","102,976.00"
52700,PHYSICIANS ASSISTANT,40,1,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,"82,377.00","97,358.00"
52700,PHYSICIANS ASSISTANT,40,2,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,"89,869.00","102,976.00"
52701,HEALTH OFFICER IN TRAINING,35,0,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,"81,361.00","88,194.00"
52810,CLINICIAN,35,0,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,"118,012.00","118,012.00"
52895,MEDICAL SPECIALIST,35,0,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,"122,503.00","122,503.00"
52896,SENIOR MEDICAL SPECIALIST,35,0,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,"129,108.00","129,108.00"
53010,PHYSICIAN,35,0,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,"118,012.00","118,012.00"
53011,PODIATRIST (PART TIME),20,0,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,69.14,69.14
53014,OPTOMETRIST (PART TIME),20,0,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,64.69,64.69
53035,CITY CLINICIAN,35,1,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,"118,012.00","118,012.00"
53035,CITY CLINICIAN,35,2,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,"125,112.00","125,112.00"
53036,CITY CLINICIAN,35,0,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,76.52,76.52
53039,CITY MEDICAL SPECIALIST,37.5,1,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,"113,759.00","113,759.00"
53039,CITY MEDICAL SPECIALIST,37.5,2,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,"119,893.00","119,893.00"
53039,CITY MEDICAL SPECIALIST,40,3,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,"172,710.00","204,113.00"
53039,CITY MEDICAL SPECIALIST,40,4,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,"182,012.00","242,686.00"
53040,CITY MEDICAL SPECIALIST (PART-,37.5,1,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,84.62,84.62
53040,CITY MEDICAL SPECIALIST (PART-,37.5,2,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,84.62,84.62
53040,CITY MEDICAL SPECIALIST (PART-,40,1,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,84.62,84.62
53040,CITY MEDICAL SPECIALIST (PART-,40,2,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,84.62,84.62
53040,CITY MEDICAL SPECIALIST (PART-,40,3,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,83.38,98.56
53040,CITY MEDICAL SPECIALIST (PART-,40,4,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,87.88,117.19
53046,CITY DEPUTY MEDICAL DIRECTOR,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
53047,CITY MEDICAL DIRECTOR,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
53049,ADMINISTRATOR OF MEDICAL AFFAI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
5304A,AGENCY MEDICAL DIRECTOR,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
5304B,AGENCY DEPUTY MEDICAL DIRECTOR,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
53050,FIRE MEDICAL OFFICER,40,0,43,UNIFORMED FIRE OFFICERS ASSOCI,UFOA,Uniformed Fire Officers Assoc,"130,201.00","153,476.00"
53051,POLICE SURGEON,40,0,17,CAPTAINS ENDOWMENT ASSOCIATION,CEA,Captains Endowment Association,"126,410.00","149,006.00"
53052,EMERGENCY MEDICAL SPECIALIST T,37.5,0,137,"EMS L2507, L3621 - DC37",DC37,District Council 37,"32,520.00","32,520.00"
53053,EMERGENCY MEDICAL SPECIALIST-E,37.5,0,137,"EMS L2507, L3621 - DC37",DC37,District Council 37,"35,254.00","50,604.00"
53054,EMERGENCY MEDICAL SPECIALIST-P,37.5,0,137,"EMS L2507, L3621 - DC37",DC37,District Council 37,"48,237.00","65,226.00"
53055,SUPERVISING EMERGENCY MEDICAL,37.5,1,137,"EMS L2507, L3621 - DC37",DC37,District Council 37,"68,000.00","71,202.00"
53055,SUPERVISING EMERGENCY MEDICAL,37.5,2,137,"EMS L2507, L3621 - DC37",DC37,District Council 37,"75,000.00","75,000.00"
53056,EMERGENCY MEDICAL SERVICE CADE,37.5,0,137,"EMS L2507, L3621 - DC37",DC37,District Council 37,"29,363.00","29,363.00"
53057,AMBULANCE TECHNICIAN,37.5,0,124,"L420,L2507,L3627 DC37 HOSPITAL",DC37,District Council 37,"42,270.00","49,464.00"
53059,EMPLOYEE ASSISTANCE PROGRAM SP,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"59,180.00","98,537.00"
5305A,DEPUTY CHIEF SURGEON (NON-MANA,40,0,17,CAPTAINS ENDOWMENT ASSOCIATION,CEA,Captains Endowment Association,"137,220.00","154,851.00"
5305B,CHIEF SURGEON (NON-MANAGERIAL,40,0,17,CAPTAINS ENDOWMENT ASSOCIATION,CEA,Captains Endowment Association,"159,108.00","177,556.00"
5305C,SUPERVISING CHIEF SURGEON (MAN,40,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
5305D,ASSISTANT SUPERVISING CHIEF SU,40,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
5305E,SUPERVISING EMERGENCY MEDICAL,37.5,0,135,EMS SUPERIOR OFFICERS ASSOCIAT,EMSC,EMS Chiefs,"102,041.00","135,053.00"
5305F,SUPERVISING EMERGENCY MEDICAL,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
5305G,FIRE MEDICAL OFFICER (MGR DET),40,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
53200,DIRECTOR OF PSYCHOLOGICAL SERV,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
53211,PSYCHIATRIST (PER HOUR),35,0,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,84.62,84.62
53299,MEDICOLEGAL INVESTIGATOR (OCME,40,1,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,"73,875.00","85,863.00"
53299,MEDICOLEGAL INVESTIGATOR (OCME,40,2,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,"93,570.00","106,944.00"
53299,MEDICOLEGAL INVESTIGATOR (OCME,40,3,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,"108,636.00","123,623.00"
53775,DIRECTOR OF HEALTH & SAFETY (S,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
53859,CITY MEDICAL EXAMINER (OCME),40,1,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,"166,794.00","200,148.00"
53859,CITY MEDICAL EXAMINER (OCME),40,2,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,"202,535.00","238,275.00"
53864,MEDICAL INVESTIGATOR,35,0,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,"85,582.00","85,582.00"
53865,JUNIOR MEDICAL EXAMINER (OFF O,35,0,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,"107,131.00","107,131.00"
54031,MEDICAL CONSULTANT TO THE COMP,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
54291,DIRECTOR OF MEDICAL CARE,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
54480,DIRECTOR OF SCHOOL LUNCHES,35,0,780,BOE MANAGERIAL/NON-COMPETITIVE,N/U,Non-Union,"59,277.00","233,142.00"
54483,SCHOOL FOOD SERVICE MANAGER,35,0,407,SCH LUNCH MGRS BD ED DC37 L832,IBT,Intl Brotherhood of Teamsters,"25,333.00","31,690.00"
54485,ASSOCIATE SCHOOL FOOD SERVICE,35,0,407,SCH LUNCH MGRS BD ED DC37 L832,IBT,Intl Brotherhood of Teamsters,"64,862.00","64,862.00"
54501,SCHOOL LUNCH HELPER,37.5,0,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,"18,857.00","19,847.00"
54502,SENIOR SCHOOL LUNCH HELPER,35,0,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,"17,557.00","38,054.00"
54502,SENIOR SCHOOL LUNCH HELPER,37.5,0,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,"17,557.00","38,054.00"
54503,SCHOOL LUNCH AIDE,35,0,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,"17,884.00","34,716.00"
54503,SCHOOL LUNCH AIDE,37.5,0,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,"17,884.00","34,716.00"
54504,SENIOR SCHOOL LUNCH AIDE,35,0,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,"18,863.00","37,391.00"
54504,SENIOR SCHOOL LUNCH AIDE,37.5,0,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,"18,863.00","37,391.00"
54505,SCHOOL LUNCH ASSISTANT,35,0,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,"20,291.00","43,292.00"
54505,SCHOOL LUNCH ASSISTANT,37.5,0,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,"20,291.00","43,292.00"
5450A,*SCHOOL LUNCH HELPER,35,0,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,"30,146.00","31,791.00"
5450B,SENIOR SCHOOL LUNCH HELPER,35,0,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,"30,722.00","35,516.00"
5450C,SCHOOL LUNCH AIDE,35,0,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,"31,297.00","32,399.00"
5450D,SENIOR SCHOOL LNCH AIDE,35,0,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,"33,010.00","34,899.00"
5450E,SCHOOL LUNCH ASSISTANT,35,0,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,"26,922.00","40,605.00"
54511,SCHOOL LUNCH LOADER AND HANDLE,37.5,0,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,"46,787.00","46,787.00"
54512,SENIOR SCHOOL LUNCH AIDE (COOK,35,0,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,"19,536.00","38,448.00"
54512,SENIOR SCHOOL LUNCH AIDE (COOK,37.5,0,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,"19,536.00","38,448.00"
54513,SCHOOL LUNCH ASSISTANT COOK,35,0,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,"21,251.00","43,558.00"
54513,SCHOOL LUNCH ASSISTANT COOK,37.5,0,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,"21,251.00","43,558.00"
5451A,SENIOR SCHOOL LUNCH AIDE (COOK,35,0,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,"34,183.00","35,885.00"
5451B,SCHOOL LUNCH ASSISTANT COOK,35,0,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,"37,193.00","40,655.00"
54610,CHAPLAIN,35,0,1,CHAPLAINS,DC37,District Council 37,"58,675.00","72,537.00"
54610,CHAPLAIN,40,0,1,CHAPLAINS,DC37,District Council 37,"58,675.00","72,537.00"
54611,RESIDENT CHAPLAIN (CORRECTIONA,35,0,1,CHAPLAINS,DC37,District Council 37,"58,675.00","72,537.00"
54612,CHAPLAIN (JUVENILE DETENTION C,35,0,1,CHAPLAINS,DC37,District Council 37,"58,675.00","72,537.00"
54736,CONFIDENTIAL STRATEGY PLANNER,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"57,574.00","97,876.00"
54737,CONFIDENTIAL STRATEGY PLANNER,35,0,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,"55,203.00","93,845.00"
54738,CONFIDENTIAL STRATEGY PLANNER,35,0,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,"55,203.00","93,845.00"
54739,CONFIDENTIAL STRATEGY PLANNER,35,0,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,"55,203.00","93,845.00"
54740,CONFIDENTIAL STRATEGY PLANNER,35,0,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,"55,203.00","93,845.00"
54741,CONFIDENTIAL STRATEGY PLANNER,35,0,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,"55,203.00","93,845.00"
54742,CONFIDENTIAL STRATEGY PLANNER,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"57,574.00","97,876.00"
54743,CONFIDENTIAL STRATEGY PLANNER,35,0,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,"55,203.00","93,845.00"
54744,CONFIDENTIAL STRATEGY PLANNER,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"57,574.00","97,876.00"
54745,CONFIDENTIAL STRATEGY PLANNER,35,0,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,"55,203.00","93,845.00"
54746,CONFIDENTIAL STRATEGY PLANNER,35,0,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,"55,203.00","93,845.00"
54747,CONFIDENTIAL STRATEGY PLANNER,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"57,574.00","97,876.00"
54748,CONFIDENTIAL STRATEGY PLANNER,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"57,574.00","97,876.00"
54749,CONFIDENTIAL STRATEGY PLANNER,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"57,574.00","97,876.00"
54874,DIRECTOR (EMPLOYEE ASSISTANCE,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
54910,COMMISSARY MANAGER,35,0,108,L832 IBT INSTITUTIONAL TITLES,IBT,Intl Brotherhood of Teamsters,"38,452.00","47,105.00"
55014,SENIOR INTERGROUP RELATIONS OF,35,0,620,NON COMPETITIVE OJ (HA),N/U,Non-Union,"42,766.00","59,848.00"
55015,SENIOR INTERGROUP RELATIONS OF,35,0,142,PUBLIC INFORMATION & HEALTH LO,IBT,Intl Brotherhood of Teamsters,"52,750.00","73,820.00"
55016,HUMAN RIGHTS SPECIALIST (PR#99,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"56,777.00","78,365.00"
55018,HUMAN RIGHTS SPECIALIST (COMM,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"56,777.00","78,365.00"
55037,SUPERVISING HUMAN RIGHTS SPECI,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"67,215.00","89,704.00"
